Noise outside,You are babysitting a younger kid in your neighborhood and they just went to sleep. It's dark out and you suddenly hear noises outside. You peek out the window and see a ,,https://drive.google.com/file/d/11Vs9sz9BDAkaj5QCxD927t-mz-VTFWXn/view?usp=sharing,gen_018,cat,Was there something scary outside in the dark? ,N,positive,2,5,,,
The slide,"You are at a water park with a group of friends and everyone you're with wants to go on the tallest slide. As you climb the stairs, you look over the side and feel your stomach drop. You think that this ride will be","You reach the top of the stairs and your friends go down the slide. Even though you're anxious, you go down the slide and ",https://drive.google.com/file/d/1gYGD8SnyvMsNgSmeWgF1xZiAFm5Pllca/view?usp=sharing,gen_023,scary; smile,Were you able to overcome your anxiety and enjoy the tall slide? ,Y,resilience,5,2,,,
Walk in the park ,Your friend convinces you to go on a walk through a local park. You have heard that there are poisonous snakes in that park and start to feel worried. You think that the chances that you will see that kind of snake are ,,https://drive.google.com/file/d/1U2_8uATTliNhBZDx61INANKTKxk7cpTi/view?usp=sharing,gen_020,small,Are you likely to get bitten by a poisonous snake?,N,positive,2,5,,,
Switched off appliances,"You and your family are heading out of town for a few days. Your mom asks you to double-check that all the appliances in your house are turned off. As you close the door to your house, you feel",,https://drive.google.com/file/d/11L0gcPPltGMNDtkc_O6wRZAj_WWsbX7o/view?usp=sharing,gen_007,nervous,Are you worried about whether you turned off everything in the house? ,Y,negative,3,5,,,
The audition,You are auditioning for a play. You say most of your lines correctly but mess up on one or two. You think the audition went,,https://drive.google.com/file/d/1XWqPcn3xsv0ViabgEI21WyXarfoQOeaX/view?usp=sharing,gen_021,well,Do you feel good about the audition?,Y,positive,3,5,,,
Long car ride,"You're going on a long car ride with your family to visit family in another part of the state. After an hour, you notice your phone battery is almost dead and you don't have a charger. You think about the rest of the car ride and feel like you will be","After worrying about it for a few minutes, you realize that you can use this time to talk to your family. You feel ",https://drive.google.com/file/d/1hVhpy_8MrHNJ7D6TGUs42mXmkuk4t4W8/view?usp=sharing,gen_016,miserable; better,Will the car ride be ok without your phone?,Y,resilience,3,5,,,
Missed goal,"You are on your way home after a soccer game that your team won. As your mind wanders, you think about the one goal that you missed. Overall, you consider your performance a",,https://drive.google.com/file/d/1wDb4XmW_yBIpT0LS0HM1Nf2eSspveQIp/view?usp=sharing,gen_022,success,"Reflecting on the soccer game, do you think you played well? ",Y,positive,3,5,,,
Helping your neighbor,"You are bringing in the mail for your neighbors while they are away. On your way out of their house each day, you lock the front door and check the lock. Today you were rushing and think you forgot to check the lock, and you think the house will probably be ",,https://drive.google.com/file/d/1L06ap5ra_s6MnwpMX2bIkWHmxWYaUpYT/view?usp=sharing,gen_024,fine,Will your neighbor’s house probably be robbed?,N,positive,3,5,,,
,Great job with those scenarios in your domain! Now you'll get to practice a few more scenarios that are from other domains. This will help you apply your flexible thinking skills to lots of different types of situations!,,,,,,,,,,,,
Lots of homework,"You have a lot of homework due tomorrow. You've been procrastinating getting it done because it is going to be hard. When you think doing your homework tonight, you are",,https://drive.google.com/file/d/1ctfYI6TZJr5mbm-BjK9jNskpLStAn1mj/view?usp=sharing,aca_095,ready,Are you going to complete your homework?,Y,positive,,,3,,
Field trip,"You are on a field trip with your school to a local museum and have a group assignment to complete while you're there. You've been grouped with other students who usually don't care about getting a good grade. You start to think about how the assignment will go, and feel ",,https://drive.google.com/file/d/1BRfCeLw8RhJk4gf9kdPvA_AyVBkVFMXq/view?usp=sharing,gen_015,uneasy,Are you worried about completing the assignment?,Y,negative,2,4,,,
Not invited,"Your friend is having a get together tonight. You weren't invited, but most of your other friends were. When you think about it, you realize it's because you are ",,https://drive.google.com/file/d/1FT4-kFl4XIhIEwsMLBSl0YXWekGvanqs/view?usp=sharing,soc_030,busy,Were you not invited because you were busy?,Y,positive ,3,,,,
Lots of family members,"You live with a few extended family members. Your friend asks if they can come over after school to study, and they don't know how many people live in your home. As you picture your friend coming into your home, you think they will be","You consider that you live in a different situation compared to your friend. You also know that your friend is really nice, so will be ",https://drive.google.com/file/d/1gOgWMSmj9SUOfxHrpkgHpZkmIMjWY3Yq/view?usp=sharing,hom_020,surprised; accepting,Does your friend judge you for living with lots of extended family members?,N,Resilience ,2,,,,
Talking about school ,"You are talking to your parent about your day at school and suddenly you feel your throat go dry. You cough a little and reach for a glass of water. The water helps a little, and you realize that the dry through was probably",,https://drive.google.com/file/d/1EYKumlSsrqKHNA6TbZfnrscg0F5KgSYg/view?usp=sharing,phys_030,nothing,Does the dry throat mean that you are sick?,N,positive,2,,,,
