Bouncing on a trampoline,"You're bouncing on your friend's trampoline. You have fun with your friends but also think about whether you'll get hurt. While bouncing up and down on the trampoline, you feel ",,https://drive.google.com/file/d/1CUsrIf1BGnnhCTX1GHmaVbo11NgeEMgr/view?usp=sharing,gen_009,safe,Do you feel ok while bouncing on the trampoline?,Y,positive,1,4,,
Sleepover,"You are afraid of the dark and usually sleep with a light on in your bedroom. This weekend, you are going to stay at a friend's house and you know there won't be a nightlight. As you think about the upcoming sleepover, you feel",You think about the sleepover a little more and realize that you will probably be having too much fun to be scared. You feel,https://drive.google.com/file/d/1HCk6VJXjD26hyWBA9Nbw47LRD7lh1JIB/view?usp=sharing,gen_019,scared; calmer,Will the sleepover be miserable?,N,resilience,4,1,,
Calling your grandmother,"Every Monday you call your grandmother to say hello. Today is Monday, and she did not pick up the phone when you called, which is unusual. Your grandmother probably did not answer the phone because she is",*,https://drive.google.com/file/d/1z7Lt13A9SUJqFacJ2LE1TXVHD4AGoxbB/view?usp=sharing,gen_010,busy,Is your grandmother unable to talk because she is ill?,N,positive,1,4,,
Thinking about flying,You're watching a TV show about people travelling to other countries. The idea of taking an airplane makes you feel anxious. You think you will deal with your anxiety,,https://drive.google.com/file/d/1wnxiRUTD_wAP7gp1JGI-BwXD0_dNvvjq/view?usp=sharing,gen_011,successfully,Are you able to tolerate your feelings of anxiety about airplanes? ,Y,positive,2,4,,
Field trip,"You are on a field trip with your school to a local museum and have a group assignment to complete while you're there. You've been grouped with other students who usually don't care about getting a good grade. You start to think about how the assignment will go, and feel ",,https://drive.google.com/file/d/1BRfCeLw8RhJk4gf9kdPvA_AyVBkVFMXq/view?usp=sharing,gen_015,uneasy,Are you worried about completing the assignment?,Y,negative,2,4,,
Absent neighbor,"You notice that you haven't seen your older neighbor recently. You normally visit her regularly, so it is strange that you have not seen her lately. Your neighbor has probably been",,https://drive.google.com/file/d/1HxprT1WmYEd4IjHcrA4OlIk5qKi5tYzd/view?usp=sharing,gen_012,fine,Has your elder neighbor likely been sick?,N,positive,2,4,,
Missing necklace,"You get to school and realize that you are not wearing your lucky necklace. You don't remember taking it off earlier. You become a little anxious thinking about where the necklace is, and your day ends up being",,https://drive.google.com/file/d/1WvLT7ZEEv3_Rv5xKkJh9dZmhZ3lMdsw6/view?usp=sharing,gen_013,enjoyable,Is your day miserable while you worry about the necklace? ,N,positive,2,4,,
,Great job with those scenarios in your domain! Now you'll get to practice a few more scenarios that are from other domains. This will help you apply your flexible thinking skills to lots of different types of situations!,,,,,,,,,,,
Friends making plans,You are hanging out with some friends. One of them invites another one to come over to their house on a different day without you. You think about it and realize you feel,,https://drive.google.com/file/d/1fiU4LXhMtwbHsk-TL8j4fPXdxTFpO-rz/view?usp=sharing,soc_020,alright,"Are you upset that you weren't invited, too?",N,positive,2,5,,
Your friend hasn't liked your post,You posted a new picture a few hours ago. You check to see who's liked it and notice that your best friend hasn't liked it yet. You think about how your best friend doesn't check their feed often and you feel,"You look at who did like your photo, and notice other good friends have liked it. When you think about your best friend not liking your post yet, you are",https://drive.google.com/file/d/1xJHDDEq_Pcuyo7r3BJ3CX-cr5YI7YkrO/view?usp=sharing,sm_025_r,sad; accepting,Is it okay that your bestfriend hasn't liked your post yet?,Y,resilience,checking,2,,
Thoughts at the train station,"You are at a metro stop waiting for a train. Standing by the edge, you realize you've never thought about how far a drop it is to the rails below. You are ",,https://drive.google.com/file/d/1ClAbuwZR2mkRJo44BvUWsBonRFgqp8o9/view?usp=sharing,gen_004,fascinated,Are you calm as you look at the rails below? ,Y,positive,1,3,,
Low score on test,You have recieved a poor score on a test and your guardian has to sign off on it since the grade is low. They don't say anything when you show them your test. They are probably feeling ,,https://drive.google.com/file/d/1Srg7WWskU86agc1Xzr0g_QYySWH4zGS8/view?usp=sharing,hom_006,disappointed,Is your guardian disappointed that you got a bad grade?,Y,Negative,2,5,,
Graduation plans ,"You've decided to get a job right after high school. All of your close friends are applying to college. When you think about your decision not to go to college right away, you feel",,https://drive.google.com/file/d/1JKUinIevBXYcP_VV15nIa4MzJxgnkiOX/view?usp=sharing,aca_034,satisfied,Are you happy with your decision to get a job right after high school?,Y,positive,,2,,
