The slide,"You are at a water park with a group of friends and everyone you're with wants to go on the tallest slide. As you climb the stairs, you look over the side and feel your stomach drop. You think that this ride will be","You reach the top of the stairs and your friends go down the slide. Even though you're anxious, you go down the slide and ",https://drive.google.com/file/d/1gYGD8SnyvMsNgSmeWgF1xZiAFm5Pllca/view?usp=sharing,gen_023,scary; smile,Were you able to overcome your anxiety and enjoy the tall slide? ,Y,resilience,5,2,,
Absent neighbor,"You notice that you haven't seen your older neighbor recently. You normally visit her regularly, so it is strange that you have not seen her lately. Your neighbor has probably been",,https://drive.google.com/file/d/1HxprT1WmYEd4IjHcrA4OlIk5qKi5tYzd/view?usp=sharing,gen_012,fine,Has your elder neighbor likely been sick?,N,positive,2,4,,
Missing necklace,"You get to school and realize that you are not wearing your lucky necklace. You don't remember taking it off earlier. You become a little anxious thinking about where the necklace is, and your day ends up being",,https://drive.google.com/file/d/1WvLT7ZEEv3_Rv5xKkJh9dZmhZ3lMdsw6/view?usp=sharing,gen_013,enjoyable,Is your day miserable while you worry about the necklace? ,N,positive,2,4,,
Fruit slice,"At a picnic with family, you accidentally cut your finger while slicing fruit. Because you are outside, you are not able to wash it out immediately with soap and water. In a few days, your cut will be",,https://drive.google.com/file/d/1Mu4B99f_8N1nQxTYtHOfiGj2lIRhn65P/view?usp=sharing,gen_014,healed,Are you worried the cut will become infected?,N,positive,2,5,,
Field trip,"You are on a field trip with your school to a local museum and have a group assignment to complete while you're there. You've been grouped with other students who usually don't care about getting a good grade. You start to think about how the assignment will go, and feel ",,https://drive.google.com/file/d/1BRfCeLw8RhJk4gf9kdPvA_AyVBkVFMXq/view?usp=sharing,gen_015,uneasy,Are you worried about completing the assignment?,Y,negative,2,4,,
Helping your neighbor,"You are bringing in the mail for your neighbors while they are away. On your way out of their house each day, you lock the front door and check the lock. Today you were rushing and think you forgot to check the lock, and you think the house will probably be ",,https://drive.google.com/file/d/1L06ap5ra_s6MnwpMX2bIkWHmxWYaUpYT/view?usp=sharing,gen_024,fine,Will your neighbor’s house probably be robbed?,N,positive,2,5,,
Noise outside,You are babysitting a younger kid in your neighborhood and they just went to sleep. It's dark out and you suddenly hear noises outside. You peek out the window and see a ,,https://drive.google.com/file/d/11Vs9sz9BDAkaj5QCxD927t-mz-VTFWXn/view?usp=sharing,gen_018,cat,Was there something scary outside in the dark? ,N,positive,2,5,,
Listening to the news,This morning you overhear the news that your guardian is listening to and hear that a lot of businesses are currently downsizing. You think about what will happen if your guardian loses their job. You feel ,You notice that your guardian does not look upset while listening to the news. You think that things will be ,https://drive.google.com/file/d/16KZJVDZijOiPKkJwZWdRQfE4gNhwBtU-/view?usp=sharing,gen_005,scared; alright,Should you start to worry about your guardian's job?,N,resilience,2,4,,
Walk in the park ,Your friend convinces you to go on a walk through a local park. You have heard that there are poisonous snakes in that park and start to feel worried. You think that the chances that you will see that kind of snake are ,,https://drive.google.com/file/d/1U2_8uATTliNhBZDx61INANKTKxk7cpTi/view?usp=sharing,gen_020,small,Are you likely to get bitten by a poisonous snake?,N,positive,2,5,,
,Great job with those scenarios in your domain! Now you'll get to practice a few more scenarios that are from other domains. This will help you apply your flexible thinking skills to lots of different types of situations!,,,,,,,,,,,
Embarrassing stories,"You invited your caregiver to a school event tonight. You know that they can sometimes tell embarrassing stories about you to other people. You think about what they're going to do tonight, and feel",,https://drive.google.com/file/d/1oGNnBFehUdYBlSikTmSsRaaBV3kbk94x/view?usp=sharing,hom_027,calm,Are you worried about what your caregiver will say tonight? ,N,Positive ,4,,,
Crush on the swim team,You are on the local swim team. Your crush just joined and now they'll be able to see you in a swimsuit. You think about this and feel ,You remember that they will be focused on swimming and everyone else will be wearing swimsuits too. This makes you feel ,https://drive.google.com/file/d/14PpW4hP6WC0D2w8vTG9u7dihy5qj4aKs/view?usp=sharing,soc_026,insecure; comforted,Do you feel okay wearing your swimsuit in front of them?,Y,resilience,4,,Social,
Dentist appointment,"You have a routine dentist appointment and find out that you need some tests to check the health of your gums and teeth. After the dentist performs the tests, you continue to lie in the dentist chair while waiting for the results. You think the news from your dentist will be that your gums are",,https://drive.google.com/file/d/1PUQshZgNL6tX5cS4aP636BXA9VNXNVpq/view?usp=sharing,phys_011,healthy,Do you think you have gum disease?,N,positive ,4,,,
Running out of time,"You are taking a test in your environmental science class. You only have ten minutes left and you still have three long problems to get through. When you think about your ability to complete the test, you feel",,https://drive.google.com/file/d/10SQmYfVuHzcGYJjADi5bmTtG4gXr2V9x/view?usp=sharing,aca_076,doubtful,Will you be able to finish your test in time?,N,negative,,,,4
First time ice skating,"Your friend enjoys ice skating and convinces you to try it out. At the rink you put on the skates and step on the ice. You glide forward slowly at first, then faster, and think your chances of getting injured are",,https://drive.google.com/file/d/1aAVB9kwWR539576_DqNHC99nsv-5mvLt/view?usp=sharing,gen_008,minimal,Are you excited to try ice skating?,Y,positive,1,4,,
