Name of Survey,Title,Doses,Subject,Text,Input type,Input type 2,Minimum,Maximum,Media,Items,ImageFramed,Timeout,ShowButtons,Answer,Notes or questions,Variable name,Conditions,Input Name (if you want to save it),CanBeFavorited
Parkinson's Anxiety Scale,Anxiety Scale II,1,HD_Dose,"In the past four weeks, did you experience episodes of the following symptoms? \n\nFear of losing control",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
Parkinson's Anxiety Scale,Anxiety Scale II,1,HD_Dose,"In the past four weeks, to what extent did you fear or avoid the following situations? \n\nSocial situations (where one may be observed, or evaluated by others, such as speaking in public, or talking to unknown people)",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
Parkinson's Anxiety Scale,Anxiety Scale II,1,HD_Dose,"In the past four weeks, to what extent did you fear or avoid the following situations? \n\nPublic situations (situations from which it may be difficult or embarrassing to escape, such as queues or lines, crowds, bridges, or public transportation)",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
Parkinson's Anxiety Scale,Anxiety Scale II,1,HD_Dose,"In the past four weeks, to what extent did you fear or avoid the following situations? \n\nSpecific objects or situations (such as flying, heights, spiders or other animals, needles or blood)",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Dose,Please complete the survey below regarding your feelings in the past week.,,,,,,,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Dose,"In the past 7 days, I felt depressed",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Dose,"In the past 7 days, I felt hopeless",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Dose,"In the past 7 days, I felt that nothing could cheer me up",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Dose,"In the past 7 days, I felt that my life was empty",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Dose,"In the past 7 days, I felt worthless",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Dose,"In the past 7 days, I felt unhappy",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Dose,"In the past 7 days, I felt I had no reason for living",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
NeuroQOLSF-Depression,Sadness Scale,1,HD_Dose,"In the past 7 days, I felt that nothing was interesting",Buttons,,,,,0::Never; 1::Rarely; 2::Sometimes; 3::Often; 4::Nearly always,,,,,,,,,
Total functional capacity,Functioning Scale,1,HD_Dose,Please complete each item below. Think about your current level of functioning compared to before your HD diagnosis.,,,,,,,,,,,,,,,
Total functional capacity,Occupation,1,HD_Dose,How would you rate your ability to work or perform the occupation you had before your HD diagnosis?,Buttons,,,,,"0::Unable; 1::No longer able to perform usual job, but able to volunteer or assist in less demanding work; 2::Reduced performance, but still able to work in usual job; 3::Normal",,,,,,,,,
Total functional capacity,Finances,1,HD_Dose,How would you rate your ability to manage finances?,Buttons,,,,,0::Unable; 1::Need major assistance; 2::Need slight assistance; 3::Normal,,,,,,,,,
Total functional capacity,Domestic Chores,1,HD_Dose,How would you rate your ability to perform chores around the house?,Buttons,,,,,0::Unable; 1::Impaired; 2::Normal,,,,,,,,,
Total functional capacity,Activities of Daily Living,1,HD_Dose,"How would you rate your ability to perform basic daily activities such as bathing, grooming, and dressing?",Buttons,,,,,"0::Need total assistance; 1::Unable to perform fine motor tasks (e.g., buttons, cutting food); 2::A little bit impaired; 3::Normal",,,,,,,,,
Total functional capacity,Care Level,1,HD_Dose,Which of the following best describes your current living situation:,Buttons,,,,,0::Living full-time in a nursing home or skilled nursing facility; 1::Living at home with support from professional caregiver(s); 2::Living at home,,,,,,,,,
Your First Session,Your First Session,1,HD_Dose,"MindTrails-Movement is designed to help you change the way you think about common but potentially stressful situations in order to reduce anxiety and stress. When you complete sessions in the app, you will be asked to read brief stories about situations that often produce anxiety and fill in missing letters to complete words, fill in entire words, or come up with new stories that are personally relevant to you. To help familiarize you with the program and help you get the most out of this experience, we would like you complete a few short exercises and watch some brief videos explaining how Hoos Think Calmly works. You will also be presented with three example stories so that you can begin to get the hang of the training. Click next to get started!",,,,,,,,,,,,,,,
Lemon Exercise,Lemon Exercise,1,HD_Dose,"The purpose of this quick exercise is to demonstrate what imagination-based thinking is. You will imagine what seeing, touching, and smelling a lemon is like. Please imagine this as if you are really experiencing it.",,,,,,,TRUE,,,,,,,,
Lemon Exercise,Lemon Exercise,1,HD_Dose,"In this exercise, and throughout the training program, please remember to imagine what is happening through your own eyes, similar to the picture on the left. This is more effective than viewing the situation as an outside observer, like the picture on the right.",,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic1.jpeg,,TRUE,2,AfterTimeout,,,,,,
Lemon Exercise,Lemon Exercise,1,HD_Dose,"Okay...let's begin! Imagine you are holding the lemon in your right hand, and you can feel its shape and its weight.",,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic2.jpeg,,TRUE,2,AfterTimeout,,,,,,
Lemon Exercise,Lemon Exercise,1,HD_Dose,"Now imagine you are shining a light on the lemon, and you can see the waxy and lumpy texture of the yellow skin.",,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic3.jpeg,,TRUE,2,AfterTimeout,,,,,,
Lemon Exercise,Lemon Exercise,1,HD_Dose,"Now imagine that you scratch the skin with your fingernail, then you bring the lemon up to your nose, and you can smell the fresh zesty juice from the skin.",,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic4.jpeg,,TRUE,2,AfterTimeout,,,,,,
Lemon Exercise,Lemon Exercise,1,HD_Dose,"Now imagine that you cut the lemon in half, and you bring one half of it up for a closer look. You can see the juicy flesh in the shape of segments that look like a wagon wheel.",,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic5.jpeg,,TRUE,2,AfterTimeout,,,,,,
Lemon Exercise,Lemon Exercise,1,HD_Dose,"Now imagine that you squeeze the lemon and some of the juice squirts right into your eyes, and it is really stinging, making your eyes water.",,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic6.jpeg,,TRUE,2,AfterTimeout,,,,,,
Lemon Exercise,Lemon Exercise,1,HD_Dose,That was the Lemon Exercise! Don't worry if you didn't experience all of the sensations strongly. This is completely normal.,,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic7.jpeg,,TRUE,,,,,,,,
Program Rationale,Pause to reflect:,1,HD_Dose,,,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/MTM/media/Program_Rationale/Lemon_Image.jpeg,,,,,,,,,,
Anxious imagery prime,Anxious imagery prime,1,HD_Dose,"In this exercise, please think of an UPCOMING situation that you expect will make you feel anxious, worried, or scared. Pick a situation that you worry might go badly, or that you expect will evoke symptoms related to anxiety (e.g., racing heart, sweating). Any situation that will make you feel quite anxious or scared will work, as long as it is a situation that is likely to actually happen.",,,,,,,,,,,,,,,
Anxious imagery prime,Anxious imagery prime,1,HD_Dose,Please describe the situation in a few words:,Entry,,,,,,,,,,,,,entry_anxious_imagery,
Anxious imagery prime,Anxious imagery prime,1,HD_Dose,"Please imagine the situation as vividly as possible (i.e., so that it feels very real). Try to imagine you are actually in the situation. Play out the specific parts of the situation in your head. Try to imagine using all your senses while you think about this situation. Think about the things you would see, hear, and smell if you were really in that situation. Think about the kinds of things you would think or feel if you were actually there.",,,,,,,,,,,,,,,
Anxious imagery prime,Anxious imagery prime,1,HD_Dose,Play this situation in your head for the next 20 seconds. \n\nThe screen will change in 20 seconds.,,,,,,,,20,Never,,,,,,
Anxious imagery prime,Anxious imagery prime,1,HD_Dose,How anxious did you feel (at the highest level of anxiety) as you completed the imagery task? Press on the bar to see the slider. \n\n0 = Absolutely no anxiety. \n\n10 = Totally anxious.,Slider,,0,10,,Prefer not to answer,,,,,,,,imagery_anxiety,
Anxious imagery prime,Anxious imagery prime,1,HD_Dose,How vividly did you imagine the situation?,Buttons,,,,,Not at all vivid; Somewhat vivid; Moderately vivid; Very vivid; Totally vivid; ^Prefer not to answer,,,,,,,,imagery_vivid,
Anxious imagery prime,Anxious imagery prime,1,HD_Dose,How likely is it that the situation or task will turn out well versus turn out badly?,Buttons,,,,,Very likely to turn out well; Somewhat likely to turn out well; Neutral; Somewhat likely to turn out badly; Very likely to turn out badly; ^Prefer not to answer,,,,,,,,imagery_well,
Anxious imagery prime,Anxious imagery prime,1,HD_Dose,"If this situation did turn out badly, how well or badly would you be able to handle it?",Buttons,,,,,Very well; Somewhat well; Neutral; Somewhat badly; Very badly; ^Prefer not to answer,,,,,,,,imagery_handling,
Practice CBM-I,Practice CBM-I,1,HD_Dose,,,,,,,,,,,,,,,,
Comprehension / Engagement,Comprehension / Engagement,1,HD_Dose,What are you hoping to get out of the MindTrails-Movement program? Select all that apply.,Checkbox,,,,,"I want to think more flexibly and less negatively.; I want to be able to manage stressful situations more effectively.; I want to reduce my stress and/or anxiety.; I want to practice skills Iâ€™ve learned or am currently learning from a mental healthcare provider.; I want to maintain the gains Iâ€™ve made during mental health treatment.; I want to avoid a return of anxiety and/or stress Iâ€™ve experienced in the past.; !Other, please describe:",,,,,specify other,,,gain_from_HTC,
Great Job,Great Job,1,HD_Dose,"Great job! We hope that this brief training helped clarify the purpose of these short stories and what you might be able to get out of MindTrails-Movement. Moving forward, youâ€™ll be able to choose areas of life that are causing the most stress so that the stories you read will be more relevant to you. During future sessions, you will also receive tips that are designed to help you manage your emotions, connect with resources at UVA, and apply what you learn from the short stories to your own life.",,,,,,,,,,,,,,,
Great Job,Great Job,1,HD_Dose,"For the next 6 weeks, you will receive notifications prompting you to open the app to complete activities and surveys. We hope that you will use the app 1-2 times daily, but we understand that life can get in the way and that you may need to skip some sessions. Thatâ€™s okay, but just remember that the program only lasts for 6 weeks. You will also be able to access the contents of the app (activities, resources, etc.) at any time by visiting the on-demand library from the homepage.",,,,,,,,,,,,,,,
Great Job,Great Job,1,HD_Dose,Still have questions? Contact the team at js6zn@uvahealth.org! We would be happy to schedule a Zoom call to address any questions or concerns you may have.,,,,,,,,,,,,,,,
MDIB_samplequestion,Interpretation Scale Sample Question,All,HD_Biweekly,"Instructions: Here are some descriptions of situations in which it is not quite clear what is happening. After each one,
you will see 3 possible explanations for the situation.
Please imagine yourself in each situation, then rate the extent to which you think each explanation would be likely to
be true if you found yourself in that situation.
Please provide a response for each of the 3 explanations under each question.",,,,,,,,,,,,,,,
MDIB_samplequestion,Interpretation Scale Sample Question,All,HD_Biweekly,"You hear a knock on the front door. When you open the door, no one is there. Why? \n\nThe person who knocked forgot something in their car, and they will be right back.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB_samplequestion,Interpretation Scale Sample Question,All,HD_Biweekly,"You hear a knock on the front door. When you open the door, no one is there. Why? \n\nSomeone is playing a joke on you and ran away after knocking.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB_samplequestion,Interpretation Scale Sample Question,All,HD_Biweekly,"You hear a knock on the front door. When you open the door, no one is there. Why? \n\nThe knock was from a delivery person who left after dropping off a package.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"Instructions: Here are some descriptions of situations in which it is not quite clear what is happening. After each one,
you will see 3 possible explanations for the situation.
Please imagine yourself in each situation, then rate the extent to which you think each explanation would be likely to
be true if you found yourself in that situation.
Please provide a response for each of the 3 explanations under each question.",,,,,,,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"At the grocery store, you see a recent acquaintance but are unable to remember her name. Why? \n\nYou could not hear her name clearly the first time she said it.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"At the grocery store, you see a recent acquaintance but are unable to remember her name. Why? \n\nYou are getting dementia from your disease.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"At the grocery store, you see a recent acquaintance but are unable to remember her name. Why? \n\nIt is normal to forget the name of someone you have only met once.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"While eating with your family at a local restaurant, your server rarely stops by your table to check on you. Why? \n\nThey are scared by your movements and avoiding you.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"While eating with your family at a local restaurant, your server rarely stops by your table to check on you. Why? \n\nThe restaurant is under-staffed and the server is busy.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"While eating with your family at a local restaurant, your server rarely stops by your table to check on you. Why? \n\nThe server is new and probably needs additional training.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"You are playing a game for the first time with friends and new acquaintances. On your turn, you ask for a reminder of the rules, and the others become quiet. What are they thinking? \n\nThey are thinking that they also had a tough time learning this game at first.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"You are playing a game for the first time with friends and new acquaintances. On your turn, you ask for a reminder of the rules, and the others become quiet. What are they thinking? \n\nThey are thinking of how best to explain the rules.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"You are playing a game for the first time with friends and new acquaintances. On your turn, you ask for a reminder of the rules, and the others become quiet. What are they thinking? \n\nThey are thinking your disease makes you slow and wishing you had not been invited to play.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"While cleaning up with a family member after dinner, you drop a glass and it shatters. Why? \n\nYour family member made a joke that distracted you while you were reaching for the glass.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"While cleaning up with a family member after dinner, you drop a glass and it shatters. Why? \n\nThe glass was slippery after being washed.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"While cleaning up with a family member after dinner, you drop a glass and it shatters. Why? \n\nYour disease is progressing faster than normal, and you should no longer help with chores.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,You are talking to a neighbor and have difficulty saying a word. What is your neighbor thinking? \n\nThey are thinking that something must be wrong with you.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,You are talking to a neighbor and have difficulty saying a word. What is your neighbor thinking? \n\nThey are thinking about the next thing they want to tell you.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,You are talking to a neighbor and have difficulty saying a word. What is your neighbor thinking? \n\nThey are trying to figure out which word you are trying to say so that they can help you.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,You receive an email from your bank that you forgot to pay a bill. What does this mean? \n\nYou should set up bill pay reminders - lots of people need reminders like this.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,You receive an email from your bank that you forgot to pay a bill. What does this mean? \n\nYou are no long fit to manage your own finances.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,You receive an email from your bank that you forgot to pay a bill. What does this mean? \n\nYou will have to pay a fee for late payment.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,Your doctor recommends a new type of exercise class to help your symptoms. You are hesitant. Why? \n\nYou will probably be bad at it and embarass yourself.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,Your doctor recommends a new type of exercise class to help your symptoms. You are hesitant. Why? \n\nYou are worried that it will be too expensive.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"Your doctor recommends a new type of exercise class to help your symptoms. You are hesitant. Why? \n\nThe class is far away, and you are not sure you can make it on a regular basis.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,You receive an unexpected message from your doctor that they want to talk to you about starting a new medication. Why? \n\nA new medication that might help you was just approved by the FDA.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"You receive an unexpected message from your doctor that they want to talk to you about starting a new medication. Why? \n\nYour symptoms are uncontrollable, and they do not know what else to try.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,You receive an unexpected message from your doctor that they want to talk to you about starting a new medication. Why? \n\nThe new medication may have fewer side effects than your current medication.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"You ask your family member to go for a walk with you, but they do not want to go. Why? \n\nThey are tired.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"You ask your family member to go for a walk with you, but they do not want to go. Why? \n\nThey have a prior commitment.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"You ask your family member to go for a walk with you, but they do not want to go. Why? \n\nThey are embarrased to be seen with you because of the way you walk.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"Your younger family member is applying for a job. You offer to help with the application, and they decline. Why? \n\nThey think your disease makes your opinion less relevant.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"Your younger family member is applying for a job. You offer to help with the application, and they decline. Why? \n\nThey do not really want this job.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"Your younger family member is applying for a job. You offer to help with the application, and they decline. Why? \n\nSeveral other people have already helped them, and they are ready to submit the application.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,A person in the grocery store stares at you blankly as you stumble and knock over a display. What are they thinking? \n\nThey are thinking that you must have mis-stepped which can happen to anyone.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,A person in the grocery store stares at you blankly as you stumble and knock over a display. What are they thinking? \n\nThey are thinking about their grocery list and did not notice.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,A person in the grocery store stares at you blankly as you stumble and knock over a display. What are they thinking? \n\nThey are thinking that something is wrong with you.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"While eating breakfast, you cough while trying to swallow. Why? \n\nYou took a bite that was too large.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"While eating breakfast, you cough while trying to swallow. Why? \n\nYou have lost your ability to swallow and will soon have to get a feeding tube.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,All,HD_Biweekly,"While eating breakfast, you cough while trying to swallow. Why? \n\nBecause of your disease, it has become more difficult for your body to cooridnate swallowing.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"Instructions: In this section, 14 situations are presented in which it is not quite clear what is happening. Please rate
the extent to which you think each of the three explanations for a situation would be likely to be true if you found
yourself in that situation. Do not worry if your ratings appear to be different from your previous answers, and please
do not change any of your original answers.",,,,,,,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You have visitors over for dinner, and they leave sooner than expected. Why? \n\nThey did not wish to outstay their welcome.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You have visitors over for dinner, and they leave sooner than expected. Why? \n\nThey have another pressing engagement to go to.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You have visitors over for dinner, and they leave sooner than expected. Why? \n\nThey did not enjoy the visit and were bored with your company.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You feel short of breath. Why? \n\nYou are developing the flu.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,You feel short of breath. Why? \n\nYou are about to suffocate or stop breathing.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You feel short of breath. Why? \n\nYou are physically ""out of shape.""",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,Your vision has become slightly blurred. Why? \n\nYou have strained your eyes slightly.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,Your vision has become slightly blurred. Why? \n\nYou need to get glasses or change your existing glasses.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,Your vision has become slightly blurred. Why? \n\nThis is the sign of a serious illness.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,All,HD_Biweekly,"You go into a shop, and the assistant ignores you. Why? \n\nThey are bored with their job and this makes them rude.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
